StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,intro,Q111,Q112,Prolific ID,attention_check,pojazd_q1,pojazd_q2,pojazd_q3_1,language,age_1,gender,lawyer,experience_1,profession,profession_5_TEXT,study_year_1,uwagi,PROLIFIC_PID,przeszukanie,przeszukanie_case,info,info_case,info2_case
2023-03-30 16:14:18,2023-03-30 16:14:36,0,79.185.135.95,100,17,1,2023-03-30 16:14:36,R_12QJCKWLojr8ncF,,,,,52.2296,21.0067,anonymous,PL,1,2,,,,,,,,,,,,,,,,609d98a41cdc16106fa64874,,,,,
2023-03-30 16:13:41,2023-03-30 16:14:38,0,91.237.112.193,100,57,1,2023-03-30 16:14:39,R_3CI35OyxUoztEMv,,,,,49.8814,21.1372,anonymous,PL,1,,"Dziękuje Ci za poświęcenie swojego ",,,,,,,,,,,,,,,5b844ad1449ef20001149e8b,,,,,
2023-03-30 16:13:38,2023-03-30 16:14:40,0,88.156.129.168,100,62,1,2023-03-30 16:14:41,R_3oZ3v6jZc94uTCk,,,,,50.3066,18.7764,anonymous,PL,1,,"Dziękuje Ci za poświęcenie swojego czasu na udział w badaniu. Na potrzeby naszych badań jesteśmy zainteresowani poznaniem pewnych faktów o Tobie. Szczególnie interesuje nas, czy przeczytałeś/aś uważnie tę instrukcje.",,,,,,,,,,,,,,,602179cc8a2f59161f34bdc4,,,,,
2023-03-30 16:14:07,2023-03-30 16:14:44,0,213.108.159.2,100,36,1,2023-03-30 16:14:45,R_1gC7pHKb3dl7Nxw,,,,,52.3408,20.895,anonymous,PL,1,2,Dziękuje Ci za poświęcenie swojego,,,,,,,,,,,,,,,61364af9841cf1fbe72e1b3d,,,,,
2023-03-30 16:14:16,2023-03-30 16:14:58,0,85.221.159.211,100,42,1,2023-03-30 16:14:59,R_1GBTmFO2gMmZZjW,,,,,52.4052,16.9339,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego czasu na udział w badaniu.,,,,,,,,,,,,,,,5e0e4ceb4babe3590e679606,,,,,
2023-03-30 16:14:34,2023-03-30 16:14:59,0,213.134.172.215,100,25,1,2023-03-30 16:15:00,R_1PYJk65VUkERxj7,,,,,52.2296,21.0067,anonymous,PL,1,2,,,,,,,,,,,,,,,,5d418fed1cad4d00015e2d1b,,,,,
2023-03-30 16:14:05,2023-03-30 16:15:00,0,46.215.110.239,100,55,1,2023-03-30 16:15:01,R_2BsT6m50cNxCoNF,,,,,51.3662,17.4703,anonymous,PL,1,2,"Staram się ograniczać mięso, jem tylko czasami na mieście posiłki zawierające drób",,,,,,,,,,,,,,,603a63b26ba69e63c3ea1685,,,,,
2023-03-30 16:13:26,2023-03-30 16:15:00,0,194.53.114.34,100,93,1,2023-03-30 16:15:01,R_OjsqYsuXOlncfbH,,,,,50.0585,19.9342,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,6091365c094873e4c78a28d8,2,3,3,4,1,23,1,4,,,,,,6091365c094873e4c78a28d8,neutral,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i nic w nim nie znalazł.",no,,
2023-03-30 16:14:17,2023-03-30 16:15:00,0,155.133.65.211,100,43,1,2023-03-30 16:15:01,R_24BmkFBpvsz0UKP,,,,,49.8036,18.6062,anonymous,PL,1,2,,,,,,,,,,,,,,,,60869b8c748fdf54a5065c29,,,,,
2023-03-30 16:15:00,2023-03-30 16:15:12,0,212.106.166.74,100,11,1,2023-03-30 16:15:13,R_3KrrmwOGR1ezbWf,,,,,50.1591,18.7809,anonymous,PL,1,2,,,,,,,,,,,,,,,,5fb7cfde7808523cea8ee891,,,,,
2023-03-30 16:14:32,2023-03-30 16:15:18,0,77.65.83.51,100,45,1,2023-03-30 16:15:19,R_270XO503BkQY8re,,,,,52.4052,16.9339,anonymous,PL,1,2,Nie widzę potrzeby przejścia na wegetarianizm,,,,,,,,,,,,,,,601af10fdb6474403afe597f,,,,,
2023-03-30 16:14:08,2023-03-30 16:15:21,0,193.19.165.121,100,73,1,2023-03-30 16:15:22,R_1LbQW7SP4iV17Lr,,,,,50.0553,21.9932,anonymous,PL,1,,"Dziękuje Ci za poświęcenie swojego ",,,,,,,,,,,,,,,5f15bc6286fcde6b7d115e6f,,,,,
2023-03-30 16:13:12,2023-03-30 16:15:22,0,85.221.140.72,100,130,1,2023-03-30 16:15:23,R_1Kw3V9yKPaBLezt,,,,,52.4052,16.9339,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5ecbb4c00bc62403dae2df59,2,3,3,5,1,21,1,4,,,,,,5ecbb4c00bc62403dae2df59,neutral,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i nic w nim nie znalazł.",yes,"Podstawa prawna: Art. 219. § 1. W celu wykrycia lub zatrzymania albo przymusowego doprowadzenia osoby podejrzanej, a także w celu znalezienia rzeczy mogących stanowić dowód w sprawie lub podlegających zajęciu w postępowaniu karnym, można dokonać przeszukania pomieszczeń i innych miejsc, jeżeli istnieją uzasadnione podstawy do przypuszczenia, że osoba podejrzana lub wymienione rzeczy tam się znajdują.
§ 2. W celu znalezienia rzeczy wymienionych w § 1 i pod warunkiem określonym w tym przepisie oraz z uwzględnieniem zasad i granic określonych w art. 227 można też dokonać przeszukania osoby, jej odzieży i podręcznych przedmiotów.","Komentarz: Według piśmiennictwa przypuszczenie o którym mowa jest subiektywnym sądem o tym, co było, jest lub będzie w rzeczywistości, powstającym w psychice człowieka pod wpływem posiadanych informacji o zdarzeniach, wiedzy o prawidłowościach występujących w otaczającym świecie, indywidualnej umiejętności kojarzenia faktów oraz innych czynników. Co więcej, decyzja o przeszukaniu musi mieć racjonalne uzasadnienie i opierać się na realnym prawdopodobieństwie wyprowadzonym z zebranych wiarygodnych informacji; nie jest dopuszczalne intuicyjne przeszukanie wszelkich miejsc, z którymi osoba poszukiwana miała kiedykolwiek kontakt."
2023-03-30 16:13:37,2023-03-30 16:15:26,0,89.64.8.0,100,108,1,2023-03-30 16:15:27,R_2Wu4Vl5wdpHPyWx,,,,,51.1043,17.0335,anonymous,PL,1,2,"Nie, spożywam mięso i produkty pochodzenia zwierzęcego.",,,,,,,,,,,,,,,5d7e6ca9e7d6cc0018914ee9,,,,,
2023-03-30 16:13:41,2023-03-30 16:15:28,0,188.146.254.66,100,107,1,2023-03-30 16:15:29,R_2EH0VIV5mAphDTs,,,,,51.5265,20.0122,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,6106c279c9009ccebe7284c4,2,3,3,3,1,23,2,4,,,,,,6106c279c9009ccebe7284c4,neutral,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i nic w nim nie znalazł.",no,,
2023-03-30 16:14:49,2023-03-30 16:15:29,0,185.240.11.237,100,39,1,2023-03-30 16:15:29,R_2pK3TSyKrDhE8DL,,,,,52.9833,22.2477,anonymous,PL,1,2,Dziękuje Ci za poświęcenie swojego,,,,,,,,,,,,,,,5c66ce46df26f300010b0385,,,,,
2023-03-30 16:14:42,2023-03-30 16:15:32,0,89.64.63.126,100,50,1,2023-03-30 16:15:33,R_2TBFDSftHSxN3PZ,,,,,50.0585,19.9342,anonymous,PL,1,2,,,,,,,,,,,,,,,,5bb8b7cc56161d0001002faa,,,,,
2023-03-30 16:14:58,2023-03-30 16:15:33,0,77.222.234.4,100,34,1,2023-03-30 16:15:33,R_DFZublTYYjKVOBb,,,,,54.527,18.5388,anonymous,PL,1,2,Dziękuje Ci za poświęcenie swojego,,,,,,,,,,,,,,,5ea6afb9069d24039173f29e,,,,,
2023-03-30 16:15:10,2023-03-30 16:15:34,0,91.198.217.110,100,24,1,2023-03-30 16:15:34,R_1Qn4e6z1ncOKVbF,,,,,51.7737,19.4767,anonymous,PL,1,2,,,,,,,,,,,,,,,,615dcd573a9e15f001f0b642,,,,,
2023-03-30 16:14:41,2023-03-30 16:15:47,0,83.26.211.221,100,65,1,2023-03-30 16:15:48,R_1isVpK8Pl0Wu9ZU,,,,,51.2524,22.5796,anonymous,PL,1,2,Rzadko ale bez mięsa nie wyobrażam sobie życia,,,,,,,,,,,,,,,5b4e3ffd50f6e90001209c8b,,,,,
2023-03-30 16:14:09,2023-03-30 16:15:50,0,5.173.0.179,100,101,1,2023-03-30 16:15:50,R_1lfYGslMmhvMBmk,,,,,52.2296,21.0067,anonymous,PL,1,,"Dziękuje Ci za poświęcenie swojego ",,,,,,,,,,,,,,,5c882036de8ae1000103d3fa,,,,,
2023-03-30 16:13:23,2023-03-30 16:15:51,0,5.173.137.142,100,148,1,2023-03-30 16:15:51,R_dmyVM4WXDkhr4XL,,,,,52.2484,21.0026,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,60eeccb71b5a4f4b0d3496fb,2,3,3,5,1,19,1,4,,,,,,60eeccb71b5a4f4b0d3496fb,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",yes,"Podstawa prawna: Art. 219. § 1. W celu wykrycia lub zatrzymania albo przymusowego doprowadzenia osoby podejrzanej, a także w celu znalezienia rzeczy mogących stanowić dowód w sprawie lub podlegających zajęciu w postępowaniu karnym, można dokonać przeszukania pomieszczeń i innych miejsc, jeżeli istnieją uzasadnione podstawy do przypuszczenia, że osoba podejrzana lub wymienione rzeczy tam się znajdują.
§ 2. W celu znalezienia rzeczy wymienionych w § 1 i pod warunkiem określonym w tym przepisie oraz z uwzględnieniem zasad i granic określonych w art. 227 można też dokonać przeszukania osoby, jej odzieży i podręcznych przedmiotów.","Komentarz: Według piśmiennictwa przypuszczenie o którym mowa jest subiektywnym sądem o tym, co było, jest lub będzie w rzeczywistości, powstającym w psychice człowieka pod wpływem posiadanych informacji o zdarzeniach, wiedzy o prawidłowościach występujących w otaczającym świecie, indywidualnej umiejętności kojarzenia faktów oraz innych czynników. Co więcej, decyzja o przeszukaniu musi mieć racjonalne uzasadnienie i opierać się na realnym prawdopodobieństwie wyprowadzonym z zebranych wiarygodnych informacji; nie jest dopuszczalne intuicyjne przeszukanie wszelkich miejsc, z którymi osoba poszukiwana miała kiedykolwiek kontakt."
2023-03-30 16:14:27,2023-03-30 16:15:56,0,159.205.193.181,100,88,1,2023-03-30 16:15:57,R_3MhCYwoWCJdMM9G,,,,,50.0657,19.9367,anonymous,PL,1,2,"Jem więcej mięsa niż warzyw lub produktów typu makaron etc, od czasu kiedy tak robię czuje sie o wiele lepiej, do tego mięso jest tańsze niż wegańskie alternatywy ",,,,,,,,,,,,,,,61112003c6c2bc622fbb97fe,,,,,
2023-03-30 16:13:29,2023-03-30 16:15:57,0,89.64.13.36,100,147,1,2023-03-30 16:15:57,R_2WZFyJ20Fbw1Fdy,,,,,51.1043,17.0335,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5f96b94504b0720009b4a1ed,2,1,1,3,1,23,1,4,,,,,,5f96b94504b0720009b4a1ed,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",no,,
2023-03-30 16:15:52,2023-03-30 16:16:00,0,109.231.15.208,100,7,1,2023-03-30 16:16:00,R_0OGFe5x8wTwXSKZ,,,,,53.1299,23.1621,anonymous,PL,1,2,,,,,,,,,,,,,,,,5c5dae957557640001f501fc,,,,,
2023-03-30 16:15:45,2023-03-30 16:16:01,0,79.185.110.192,100,16,1,2023-03-30 16:16:02,R_eXLLaAJg8M0T64F,,,,,52.2315,20.2517,anonymous,PL,1,1,,,,,,,,,,,,,,,,5de476f9b5b7ff447db5c4aa,,,,,
2023-03-30 16:13:58,2023-03-30 16:16:04,0,46.227.104.179,100,125,1,2023-03-30 16:16:05,R_2aPLcVqt4khXnI4,,,,,52.4054,22.2447,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5f5797583cbc65245d493954,2,3,3,5,1,21,1,4,,,,,,5f5797583cbc65245d493954,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",no,,
2023-03-30 16:15:07,2023-03-30 16:16:08,0,85.221.138.155,100,60,1,2023-03-30 16:16:09,R_1g2AveQwSXFTSeZ,,,,,52.4045,16.9188,anonymous,PL,1,1,"Nie jem produktów mięsnych, okazjonalnie spożywam jajka i produkty mleczne oraz ryby. ",,,,,,,,,,,,,,,5dc0856370d51c032949d2db,,,,,
2023-03-30 16:15:08,2023-03-30 16:16:13,0,213.134.186.205,100,64,1,2023-03-30 16:16:14,R_3ErK7yWcRARFirW,,,,,52.2226,21.0257,anonymous,PL,1,1,Nie jem mięsa od roku,,,,,,,,,,,,,,,5faf92156055b1232afd56b9,,,,,
2023-03-30 16:13:53,2023-03-30 16:16:14,0,37.225.86.96,100,141,1,2023-03-30 16:16:15,R_2SiDLCXGLuLpUhX,,,,,51.2487,22.5757,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5f980a192b5a61051e949f4b,2,3,3,6,1,36,1,4,,,,,,5f980a192b5a61051e949f4b,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",no,,
2023-03-30 16:13:24,2023-03-30 16:16:15,0,89.64.41.245,100,171,1,2023-03-30 16:16:16,R_27ED6ykTkEADnb4,,,,,50.2527,19.0284,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5ec62e3db9ee8900092eb997,2,3,3,5,1,21,1,4,,,,,,5ec62e3db9ee8900092eb997,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",yes,"Podstawa prawna: Art. 219. § 1. W celu wykrycia lub zatrzymania albo przymusowego doprowadzenia osoby podejrzanej, a także w celu znalezienia rzeczy mogących stanowić dowód w sprawie lub podlegających zajęciu w postępowaniu karnym, można dokonać przeszukania pomieszczeń i innych miejsc, jeżeli istnieją uzasadnione podstawy do przypuszczenia, że osoba podejrzana lub wymienione rzeczy tam się znajdują.
§ 2. W celu znalezienia rzeczy wymienionych w § 1 i pod warunkiem określonym w tym przepisie oraz z uwzględnieniem zasad i granic określonych w art. 227 można też dokonać przeszukania osoby, jej odzieży i podręcznych przedmiotów.","Komentarz: Według piśmiennictwa przypuszczenie o którym mowa jest subiektywnym sądem o tym, co było, jest lub będzie w rzeczywistości, powstającym w psychice człowieka pod wpływem posiadanych informacji o zdarzeniach, wiedzy o prawidłowościach występujących w otaczającym świecie, indywidualnej umiejętności kojarzenia faktów oraz innych czynników. Co więcej, decyzja o przeszukaniu musi mieć racjonalne uzasadnienie i opierać się na realnym prawdopodobieństwie wyprowadzonym z zebranych wiarygodnych informacji; nie jest dopuszczalne intuicyjne przeszukanie wszelkich miejsc, z którymi osoba poszukiwana miała kiedykolwiek kontakt."
2023-03-30 16:15:12,2023-03-30 16:16:20,0,37.30.114.30,100,67,1,2023-03-30 16:16:21,R_3EcyZ4ukLMPcS1S,,,,,52.4052,16.9339,anonymous,PL,1,,"Dziękuje Ci za poświęcenie swojego ",,,,,,,,,,,,,,,6113c498b3a80279e6edbdcb,,,,,
2023-03-30 16:14:08,2023-03-30 16:16:22,0,85.221.147.241,100,134,1,2023-03-30 16:16:23,R_1DO75xJ7xmW1uRM,,,,,52.4052,16.9339,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,611cbc549b16737af249a11b,2,3,3,5,1,24,1,4,,,,,,611cbc549b16737af249a11b,neutral,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i nic w nim nie znalazł.",no,,
2023-03-30 16:14:32,2023-03-30 16:16:23,0,176.113.207.205,100,111,1,2023-03-30 16:16:24,R_2EnMCoyTpm808xl,,,,,51.1459,19.0037,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,6043725293678f31ff8f8ae5,2,3,3,7,1,20,2,4,,,,,,6043725293678f31ff8f8ae5,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",no,,
2023-03-30 16:14:08,2023-03-30 16:16:25,0,88.156.137.123,100,137,1,2023-03-30 16:16:26,R_3KAzGBFUujDch1X,,,,,52.2296,21.0067,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5f626907a63b1d1738b22d46,2,3,3,5,1,23,1,4,,,,,,5f626907a63b1d1738b22d46,neutral,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i nic w nim nie znalazł.",no,,
2023-03-30 16:15:33,2023-03-30 16:16:33,0,188.33.248.23,100,59,1,2023-03-30 16:16:33,R_30cbWjpLHO3vCWG,,,,,52.4052,16.9339,anonymous,PL,1,2,Jem mięso ale w małych ilościach.,,,,,,,,,,,,,,,5c7d8138896a0b00011c2f5d,,,,,
